class_name,repo,file_path,n_methods,Logical Lines,Distinct Operators,Distinct Operands,Total Operators,Total Operands,Cyclomatic Complexity,project,label_god_class,label_data_class,label_long_method,label_feature_envy
ThreadJoinExample2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadJoinExample2.java,7,41,10,12,95,143,4,Java-Multithreading,0,0,1,0
ThreadInterruptExample,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadInterruptExample.java,3,33,8,10,70,104,4,Java-Multithreading,0,0,1,0
LazyInitBlock,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/LazyInitBlock.java,2,24,9,11,85,127,2,Java-Multithreading,0,0,0,0
ThreadLock,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadLock.java,2,24,9,11,79,118,2,Java-Multithreading,0,0,0,0
Reentrant,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Reentrant.java,4,46,13,16,175,263,2,Java-Multithreading,0,0,0,0
ThreadJoinExample,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadJoinExample.java,2,18,7,9,53,79,2,Java-Multithreading,0,0,0,0
Thread_Priority_Example_2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Thread_Priority_Example_2.java,2,37,12,15,144,215,3,Java-Multithreading,0,0,0,0
MainClass_alt,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MainClass_alt.java,1,15,7,9,49,73,1,Java-Multithreading,0,0,0,0
Without_yield,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Without_yield.java,2,15,6,8,42,62,2,Java-Multithreading,0,0,0,0
MultipleSyncMethods,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MultipleSyncMethods.java,3,31,10,12,92,137,2,Java-Multithreading,0,0,0,0
Using_synchronized,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Using_synchronized.java,4,25,8,10,61,91,3,Java-Multithreading,0,0,1,0
Thread_Yield_Example_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Thread_Yield_Example_1.java,2,16,6,8,42,64,2,Java-Multithreading,0,0,0,0
Without_join,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Without_join.java,2,18,7,9,55,83,2,Java-Multithreading,0,0,0,0
With_join,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/With_join.java,2,11,7,8,43,64,1,Java-Multithreading,0,0,0,0
ThreadSynchronizedDemo,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadSynchronizedDemo.java,3,21,8,9,59,89,2,Java-Multithreading,0,0,0,0
DeadLock_3_Solution,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/DeadLock_3_Solution.java,3,34,10,12,93,140,2,Java-Multithreading,0,0,0,0
MemoryWatcherThread,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MemoryWatcherThread.java,3,20,7,9,54,80,3,Java-Multithreading,0,0,0,0
SimpleWaitNotify_2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/SimpleWaitNotify_2.java,1,37,9,11,79,118,6,Java-Multithreading,0,0,0,0
Thread_Yield_Example_2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Thread_Yield_Example_2.java,3,18,7,9,52,77,3,Java-Multithreading,0,0,0,0
mainClass,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/mainClass.java,1,10,5,7,29,43,1,Java-Multithreading,0,0,0,0
WaitNotify_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/WaitNotify_1.java,3,28,8,10,61,91,3,Java-Multithreading,0,0,1,0
Thread_States_2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Thread_States_2.java,4,33,9,11,82,123,2,Java-Multithreading,0,0,0,0
ThreadJoinExample3,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadJoinExample3.java,2,22,8,10,66,99,2,Java-Multithreading,0,0,0,0
MyThread_alt,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MyThread_alt.java,1,14,6,7,34,50,3,Java-Multithreading,0,0,0,0
Not_Using_synchronized,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Not_Using_synchronized.java,4,25,8,10,61,91,3,Java-Multithreading,0,0,1,0
MultipleLocks_3,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MultipleLocks_3.java,4,40,11,14,123,184,3,Java-Multithreading,0,0,0,0
Thread_States_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Thread_States_1.java,4,37,10,12,98,148,2,Java-Multithreading,0,0,0,0
MultipleLocks_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MultipleLocks_1.java,3,35,12,14,134,202,2,Java-Multithreading,0,0,0,0
SimpleWaitNotify_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/SimpleWaitNotify_1.java,1,28,8,9,60,90,6,Java-Multithreading,0,0,1,0
ThreadStaticSync,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadStaticSync.java,3,34,11,14,125,188,2,Java-Multithreading,0,0,0,0
MyThreadRunner,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MyThreadRunner.java,1,11,5,6,28,41,3,Java-Multithreading,0,0,0,0
Thread_Priority_Example_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Thread_Priority_Example_1.java,2,11,5,7,30,46,1,Java-Multithreading,0,0,0,0
Using_sleep,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/Using_sleep.java,2,23,8,10,63,95,3,Java-Multithreading,0,0,0,0
MultipleLocks_2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MultipleLocks_2.java,3,47,12,15,142,213,3,Java-Multithreading,0,0,0,0
ThreadInterferenceDemo,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadInterferenceDemo.java,3,21,8,9,59,89,2,Java-Multithreading,0,0,0,0
DeadLock_3_Situation,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/DeadLock_3_Situation.java,3,34,10,12,93,140,2,Java-Multithreading,0,0,0,0
MyThread,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/MyThread.java,1,11,5,6,26,39,3,Java-Multithreading,0,0,0,0
DeadLock_2,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/DeadLock_2.java,8,42,10,12,97,145,2,Java-Multithreading,0,0,1,0
ThreadInterruptSwingDemo,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/ThreadInterruptSwingDemo.java,6,57,13,15,160,240,5,Java-Multithreading,0,0,1,0
DeadLock_1,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/DeadLock_1.java,2,34,12,14,133,199,5,Java-Multithreading,0,0,0,0
With_yield,clean_projects,/content/student_repos/clean_projects/Java-Multithreading/With_yield.java,3,22,8,9,60,90,3,Java-Multithreading,0,0,0,0
RockPaperScissorGUI,clean_projects,/content/student_repos/clean_projects/RPSGUI/RockPaperScissorGUI.java,5,81,17,21,282,422,1,RPSGUI,0,0,0,0
RockPaperScissor,clean_projects,/content/student_repos/clean_projects/RPSGUI/RockPaperScissor.java,5,48,10,12,93,139,10,RPSGUI,0,0,0,0
App,clean_projects,/content/student_repos/clean_projects/RPSGUI/App.java,2,10,4,5,18,26,1,RPSGUI,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/paycheck/Main.java,2,8,5,6,25,37,1,paycheck,0,0,0,0
Paycheck,clean_projects,/content/student_repos/clean_projects/paycheck/Paycheck.java,7,37,10,12,92,137,14,paycheck,0,0,0,0
Employee,clean_projects,/content/student_repos/clean_projects/paycheck/Employee.java,9,38,10,12,97,145,1,paycheck,0,1,0,0
Controller,clean_projects,/content/student_repos/clean_projects/paycheck/Controller.java,5,71,17,21,294,442,5,paycheck,0,0,1,1
lucas_numbers,clean_projects,/content/student_repos/clean_projects/Lucas Numbers/lucas_numbers.java,1,13,7,8,45,68,3,Lucas Numbers,0,0,0,0
ArrowKeys,clean_projects,/content/student_repos/clean_projects/Simple_gui_mouse/ArrowKeys.java,5,59,12,15,146,220,6,Simple_gui_mouse,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/send_sms_to_phone/Main.java,1,8,5,6,28,41,1,send_sms_to_phone,0,0,0,0
ReverseString,clean_projects,/content/student_repos/clean_projects/ReverseString/ReverseString.java,2,17,7,9,51,76,3,ReverseString,0,0,0,0
frmProduct,clean_projects,/content/student_repos/clean_projects/Software Piracy Control/frmProduct.java,5,123,22,27,469,704,3,Software Piracy Control,0,0,0,1
gg,clean_projects,/content/student_repos/clean_projects/Software Piracy Control/gg.java,5,127,22,27,487,731,3,Software Piracy Control,0,0,0,0
frmCustomer,clean_projects,/content/student_repos/clean_projects/Software Piracy Control/frmCustomer.java,5,105,21,26,440,659,3,Software Piracy Control,0,0,0,1
Factorial,clean_projects,/content/student_repos/clean_projects/Recursion/Factorial.java,2,12,6,7,38,56,2,Recursion,0,0,0,0
switch_statement_in_java,clean_projects,/content/student_repos/clean_projects/Java_Lab-03_ClassWork/switch_statement_in_java.java,1,13,6,7,32,47,5,Java_Lab-03_ClassWork,0,0,0,0
Reservation,clean_projects,/content/student_repos/clean_projects/TASK-1 (Online Reservation System)/Reservation.java,8,374,37,45,1342,2013,10,TASK-1 (Online Reservation System),0,0,1,1
package-info,clean_projects,/content/student_repos/clean_projects/TASK-1 (Online Reservation System)/package-info.java,0,1,1,1,0,1,1,TASK-1 (Online Reservation System),0,0,0,0
Login_System,clean_projects,/content/student_repos/clean_projects/TASK-1 (Online Reservation System)/Login_System.java,7,112,20,24,386,579,3,TASK-1 (Online Reservation System),0,0,1,1
Program,clean_projects,/content/student_repos/clean_projects/DelimitedWildcards_exercice01/Program.java,2,23,9,11,77,115,2,DelimitedWildcards_exercice01,0,0,0,0
Rectangle,clean_projects,/content/student_repos/clean_projects/DelimitedWildcards_exercice01/Rectangle.java,7,20,6,7,32,47,1,DelimitedWildcards_exercice01,0,1,0,0
Circle,clean_projects,/content/student_repos/clean_projects/DelimitedWildcards_exercice01/Circle.java,5,13,5,6,21,32,1,DelimitedWildcards_exercice01,0,0,0,0
Shape,clean_projects,/content/student_repos/clean_projects/DelimitedWildcards_exercice01/Shape.java,0,4,1,3,0,3,1,DelimitedWildcards_exercice01,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/Main.java,1,189,26,31,656,983,50,CampeonatoDeportivo,0,0,0,0
EstadoPartido,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/EstadoPartido.java,0,5,1,4,0,4,1,CampeonatoDeportivo,0,0,0,0
Equipo,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/Equipo.java,8,31,8,9,57,85,3,CampeonatoDeportivo,0,0,1,0
Jugador,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/Jugador.java,7,23,6,7,38,56,1,CampeonatoDeportivo,0,1,0,0
Posicion,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/Posicion.java,0,7,1,6,0,6,1,CampeonatoDeportivo,0,0,0,0
RegistroClasificacion,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/RegistroClasificacion.java,6,30,7,9,56,83,3,CampeonatoDeportivo,0,0,0,0
Partido,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/Partido.java,12,40,8,10,64,95,1,CampeonatoDeportivo,0,1,0,0
Jornada,clean_projects,/content/student_repos/clean_projects/CampeonatoDeportivo/Jornada.java,6,24,7,8,45,67,3,CampeonatoDeportivo,0,0,0,0
MazeGame,clean_projects,/content/student_repos/clean_projects/MazeSolverGame/MazeGame.java,14,149,26,32,684,1025,21,MazeSolverGame,0,0,0,1
PrintMenu,clean_projects,/content/student_repos/clean_projects/PrintMenu/PrintMenu.java,1,47,10,12,96,144,9,PrintMenu,0,0,0,0
que,clean_projects,/content/student_repos/clean_projects/quize/que.java,10,259,32,40,1041,1561,7,quize,1,0,0,1
user,clean_projects,/content/student_repos/clean_projects/quize/user.java,1,3,2,3,6,8,1,quize,0,0,0,0
name,clean_projects,/content/student_repos/clean_projects/quize/name.java,6,111,22,27,470,704,7,quize,0,0,0,0
HangmanGame,clean_projects,/content/student_repos/clean_projects/Hangman Game/HangmanGame.java,8,73,14,17,202,303,4,Hangman Game,0,0,0,0
Department,clean_projects,/content/student_repos/clean_projects/EmployeeManagement/Department.java,10,40,9,11,86,130,1,EmployeeManagement,0,1,0,0
EmployeeManagement,clean_projects,/content/student_repos/clean_projects/EmployeeManagement/EmployeeManagement.java,15,226,26,32,688,1033,15,EmployeeManagement,0,0,0,0
Employee,clean_projects,/content/student_repos/clean_projects/EmployeeManagement/Employee.java,11,45,9,11,86,129,1,EmployeeManagement,0,1,0,0
Organisation,clean_projects,/content/student_repos/clean_projects/EmployeeManagement/Organisation.java,9,34,8,10,70,105,1,EmployeeManagement,0,1,0,0
DoublyLinkedList,clean_projects,/content/student_repos/clean_projects/Algorithms and Datastructures Lab2/DoublyLinkedList.java,14,260,21,25,428,641,16,Algorithms and Datastructures Lab2,0,0,1,0
DoublyLinkedListTest,clean_projects,/content/student_repos/clean_projects/Algorithms and Datastructures Lab2/DoublyLinkedListTest.java,10,158,24,29,557,835,1,Algorithms and Datastructures Lab2,0,0,0,0
ExampleInstrumentedTest,clean_projects,/content/student_repos/clean_projects/TicTacToe Android apk/ExampleInstrumentedTest.java,1,4,3,4,12,17,1,TicTacToe Android apk,0,0,0,0
MainActivity,clean_projects,/content/student_repos/clean_projects/TicTacToe Android apk/MainActivity.java,8,414,34,42,1176,1763,48,TicTacToe Android apk,0,0,0,0
ExampleUnitTest,clean_projects,/content/student_repos/clean_projects/TicTacToe Android apk/ExampleUnitTest.java,1,3,2,3,6,8,1,TicTacToe Android apk,0,0,0,0
MazeSolver,clean_projects,/content/student_repos/clean_projects/Maze Solver/MazeSolver.java,4,55,14,17,196,294,9,Maze Solver,0,0,0,0
reservation,clean_projects,/content/student_repos/clean_projects/Train Reservation/reservation.java,8,210,23,28,526,790,12,Train Reservation,0,0,1,0
DerivedCls,clean_projects,/content/student_repos/clean_projects/hasarelationship/DerivedCls.java,1,4,3,3,7,11,1,hasarelationship,0,0,0,0
DriverCls,clean_projects,/content/student_repos/clean_projects/hasarelationship/DriverCls.java,1,5,3,4,10,15,1,hasarelationship,0,0,0,0
SuperCls,clean_projects,/content/student_repos/clean_projects/hasarelationship/SuperCls.java,1,3,2,3,6,8,1,hasarelationship,0,0,0,0
SubCls,clean_projects,/content/student_repos/clean_projects/hasarelationship/SubCls.java,1,4,3,3,7,11,1,hasarelationship,0,0,0,0
ListUtils,clean_projects,/content/student_repos/clean_projects/Personal/ListUtils.java,1,4,5,6,22,34,2,Personal,0,0,0,0
ListUtilsTest,clean_projects,/content/student_repos/clean_projects/Personal/ListUtilsTest.java,2,29,9,11,86,129,3,Personal,0,0,0,0
DriverCls,clean_projects,/content/student_repos/clean_projects/FinalizeMethod/DriverCls.java,3,12,5,6,26,39,1,FinalizeMethod,0,0,0,0
FileStatsPrinter,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/FileStatsPrinter.java,1,14,6,8,40,59,3,inputOutputExceptionHandling,0,0,0,0
SpellChecker,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/SpellChecker.java,1,34,9,11,79,119,9,inputOutputExceptionHandling,0,0,1,0
FileParser,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/FileParser.java,4,30,8,10,62,92,4,inputOutputExceptionHandling,0,1,0,0
FileReverser,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/FileReverser.java,1,29,9,11,78,117,6,inputOutputExceptionHandling,0,0,0,0
LinkFinderTester,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/LinkFinderTester.java,1,12,5,6,28,42,3,inputOutputExceptionHandling,0,0,0,0
LinkFinder,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/LinkFinder.java,2,25,8,10,66,100,4,inputOutputExceptionHandling,0,0,0,0
SumPrinter,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/SumPrinter.java,1,25,7,9,55,83,5,inputOutputExceptionHandling,0,0,1,0
CopyFile,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/CopyFile.java,1,18,7,9,51,76,5,inputOutputExceptionHandling,0,0,0,0
ConcatenateFiles,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/ConcatenateFiles.java,1,28,9,11,82,122,7,inputOutputExceptionHandling,0,0,1,0
SumPrinter2,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/SumPrinter2.java,1,26,7,9,53,79,5,inputOutputExceptionHandling,0,0,1,0
TabReplacer,clean_projects,/content/student_repos/clean_projects/inputOutputExceptionHandling/TabReplacer.java,1,40,10,13,106,160,8,inputOutputExceptionHandling,0,0,1,0
